series,period,year,date,value
CUUR0000SA0,M01,2016,2016-01-01,236.916
CUUR0000SA0,M02,2016,2016-02-01,237.111
CUUR0000SA0,M03,2016,2016-03-01,238.132
CUUR0000SA0,M04,2016,2016-04-01,239.261
CUUR0000SA0,M05,2016,2016-05-01,240.229
CUUR0000SA0,M06,2016,2016-06-01,241.018
CUUR0000SA0,M07,2016,2016-07-01,240.628
CUUR0000SA0,M08,2016,2016-08-01,240.849
CUUR0000SA0,M09,2016,2016-09-01,241.428
CUUR0000SA0,M10,2016,2016-10-01,241.729
CUUR0000SA0,M11,2016,2016-11-01,241.353
CUUR0000SA0,M12,2016,2016-12-01,241.432
CUUR0000SA0,M13,2016,2016-01-01,240.007
CUUR0000SA0,M01,2017,2017-01-01,242.839
CUUR0000SA0,M02,2017,2017-02-01,243.603
CUUR0000SA0,M03,2017,2017-03-01,243.801
CUUR0000SA0,M04,2017,2017-04-01,244.524
CUUR0000SA0,M05,2017,2017-05-01,244.733
CUUR0000SA0,M06,2017,2017-06-01,244.955
CUUR0000SA0,M07,2017,2017-07-01,244.786
CUUR0000SA0,M08,2017,2017-08-01,245.519
CUUR0000SA0,M09,2017,2017-09-01,246.819
CUUR0000SA0,M10,2017,2017-10-01,246.663
CUUR0000SA0,M11,2017,2017-11-01,246.669
CUUR0000SA0,M12,2017,2017-12-01,246.524
CUUR0000SA0,M13,2017,2017-01-01,245.12
CUUR0000SA0,M01,2018,2018-01-01,247.867
CUUR0000SA0,M02,2018,2018-02-01,248.991
CUUR0000SA0,M03,2018,2018-03-01,249.554
CUUR0000SA0,M04,2018,2018-04-01,250.546
CUUR0000SA0,M05,2018,2018-05-01,251.588
