series_id,area_code,item_code,seasonal,periodicity_code,base_code,base_period,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
CUSR0000SA0      ,0000,SA0,S,R,S,1982-84=100,"All items in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SA0E     ,0000,SA0E,S,R,S,1982-84=100,"Energy in U.S. city average, all urban consumers, seasonally adjusted",          ,1957,M01,2018,M05
CUSR0000SA0L1    ,0000,SA0L1,S,R,S,1982-84=100,"All items less food in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SA0L12   ,0000,SA0L12,S,R,S,1982-84=100,"All items less food and shelter in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SA0L12E  ,0000,SA0L12E,S,R,S,1982-84=100,"All items less food, shelter, and energy in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SA0L12E4 ,0000,SA0L12E4,S,R,S,1982-84=100,"All items less food, shelter, energy, and used cars and trucks in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SA0L1E   ,0000,SA0L1E,S,R,S,1982-84=100,"All items less food and energy in U.S. city average, all urban consumers, seasonally adjusted",          ,1957,M01,2018,M05
CUSR0000SA0L2    ,0000,SA0L2,S,R,S,1982-84=100,"All items less shelter in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SA0L5    ,0000,SA0L5,S,R,S,1982-84=100,"All items  less medical care in U.S. city average, all urban consumers, seasonally adjusted",          ,1957,M01,2018,M05
CUSR0000SA0LE    ,0000,SA0LE,S,R,S,1982-84=100,"All items less energy in U.S. city average, all urban consumers, seasonally adjusted",          ,1957,M01,2018,M05
CUSR0000SA311    ,0000,SA311,S,R,S,1982-84=100,"Apparel less footwear in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAA      ,0000,SAA,S,R,S,1982-84=100,"Apparel in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAA1     ,0000,SAA1,S,R,S,1982-84=100,"Men's and boys' apparel in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAA2     ,0000,SAA2,S,R,S,1982-84=100,"Women's and girls' apparel in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAC      ,0000,SAC,S,R,S,1982-84=100,"Commodities in U.S. city average, all urban consumers, seasonally adjusted",          ,1956,M01,2018,M05
CUSR0000SACE     ,0000,SACE,S,R,S,1982-84=100,"Energy commodities in U.S. city average, all urban consumers, seasonally adjusted",          ,1957,M01,2018,M05
CUSR0000SACL1    ,0000,SACL1,S,R,S,1982-84=100,"Commodities less food in U.S. city average, all urban consumers, seasonally adjusted",          ,1956,M01,2018,M05
CUSR0000SACL11   ,0000,SACL11,S,R,S,1982-84=100,"Commodities less food and beverages in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SACL1E   ,0000,SACL1E,S,R,S,1982-84=100,"Commodities less food and energy commodities in U.S. city average, all urban consumers, seasonally adjusted",          ,1957,M01,2018,M05
CUSR0000SACL1E4  ,0000,SACL1E4,S,R,S,1982-84=100,"Commodities less food, energy, and used cars and trucks in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAD      ,0000,SAD,S,R,S,1982-84=100,"Durables in U.S. city average, all urban consumers, seasonally adjusted",          ,1956,M01,2018,M05
CUSR0000SAE      ,0000,SAE,S,R,S,DECEMBER 1997=100,"Education and communication in U.S. city average, all urban consumers, seasonally adjusted",          ,1993,M01,2018,M05
CUSR0000SAE1     ,0000,SAE1,S,R,S,DECEMBER 1997=100,"Education in U.S. city average, all urban consumers, seasonally adjusted",          ,1993,M01,2018,M05
CUSR0000SAE2     ,0000,SAE2,S,R,S,DECEMBER 1997=100,"Communication in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SAE21    ,0000,SAE21,S,R,S,DECEMBER 1997=100,"Information and information processing in U.S. city average, all urban consumers, seasonally adjusted",          ,2006,M01,2018,M05
CUSR0000SAEC     ,0000,SAEC,S,R,S,DECEMBER 2009=100,"Education and communication commodities in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SAES     ,0000,SAES,S,R,S,DECEMBER 2009=100,"Education and communication services in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SAF      ,0000,SAF,S,R,S,1982-84=100,"Food and beverages in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAF1     ,0000,SAF1,S,R,S,1982-84=100,"Food in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAF11    ,0000,SAF11,S,R,S,1982-84=100,"Food at home in U.S. city average, all urban consumers, seasonally adjusted",          ,1952,M01,2018,M05
CUSR0000SAF111   ,0000,SAF111,S,R,S,1982-84=100,"Cereals and bakery products in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SAF112   ,0000,SAF112,S,R,S,1982-84=100,"Meats, poultry, fish, and eggs in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAF1121  ,0000,SAF1121,S,R,S,1982-84=100,"Meats, poultry, and fish in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAF11211 ,0000,SAF11211,S,R,S,1982-84=100,"Meats in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAF113   ,0000,SAF113,S,R,S,1982-84=100,"Fruits and vegetables in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAF1131  ,0000,SAF1131,S,R,S,1982-84=100,"Fresh fruits and vegetables in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAF114   ,0000,SAF114,S,R,S,1982-84=100,"Nonalcoholic beverages and beverage materials in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAF115   ,0000,SAF115,S,R,S,1982-84=100,"Other food at home in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAF116   ,0000,SAF116,S,R,S,1982-84=100,"Alcoholic beverages in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAG      ,0000,SAG,S,R,S,1982-84=100,"Other goods and services in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAG1     ,0000,SAG1,S,R,S,1982-84=100,"Personal care in U.S. city average, all urban consumers, seasonally adjusted",          ,1999,M01,2018,M05
CUSR0000SAGC     ,0000,SAGC,S,R,S,DECEMBER 2009=100,"Other goods in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SAH      ,0000,SAH,S,R,S,1982-84=100,"Housing in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAH1     ,0000,SAH1,S,R,S,1982-84=100,"Shelter in U.S. city average, all urban consumers, seasonally adjusted",          ,1953,M01,2018,M05
CUSR0000SAH2     ,0000,SAH2,S,R,S,1982-84=100,"Fuels and utilities in U.S. city average, all urban consumers, seasonally adjusted",          ,1953,M01,2018,M05
CUSR0000SAH21    ,0000,SAH21,S,R,S,1982-84=100,"Household energy in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAH3     ,0000,SAH3,S,R,S,1982-84=100,"Household furnishings and operations in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAH31    ,0000,SAH31,S,R,S,DECEMBER 2009=100,"Household furnishings and supplies in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SAM      ,0000,SAM,S,R,S,1982-84=100,"Medical care in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAM1     ,0000,SAM1,S,R,S,1982-84=100,"Medical care commodities in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAM2     ,0000,SAM2,S,R,S,1982-84=100,"Medical care services in U.S. city average, all urban consumers, seasonally adjusted",          ,1956,M01,2018,M05
CUSR0000SAN      ,0000,SAN,S,R,S,1982-84=100,"Nondurables in U.S. city average, all urban consumers, seasonally adjusted",          ,1956,M01,2018,M05
CUSR0000SAN1D    ,0000,SAN1D,S,R,S,1982-84=100,"Domestically produced farm food in U.S. city average, all urban consumers, seasonally adjusted",          ,1980,M01,2018,M05
CUSR0000SANL1    ,0000,SANL1,S,R,S,1982-84=100,"Nondurables less food in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SANL11   ,0000,SANL11,S,R,S,1982-84=100,"Nondurables less food and beverages in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SANL113  ,0000,SANL113,S,R,S,1982-84=100,"Nondurables less food, beverages, and apparel in U.S. city average, all urban consumers, seasonally adjusted",          ,1991,M01,2018,M05
CUSR0000SANL13   ,0000,SANL13,S,R,S,1982-84=100,"Nondurables less food and apparel in U.S. city average, all urban consumers, seasonally adjusted",          ,1991,M01,2018,M05
CUSR0000SAR      ,0000,SAR,S,R,S,DECEMBER 1997=100,"Recreation in U.S. city average, all urban consumers, seasonally adjusted",          ,1993,M01,2018,M05
CUSR0000SARC     ,0000,SARC,S,R,S,DECEMBER 2009=100,"Recreation commodities in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SARS     ,0000,SARS,S,R,S,DECEMBER 2009=100,"Recreation services in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SAS      ,0000,SAS,S,R,S,1982-84=100,"Services in U.S. city average, all urban consumers, seasonally adjusted",          ,1956,M01,2018,M05
CUSR0000SAS24    ,0000,SAS24,S,R,S,1982-84=100,"Utilities and public transportation in U.S. city average, all urban consumers, seasonally adjusted",          ,1957,M01,2018,M05
CUSR0000SAS2RS   ,0000,SAS2RS,S,R,S,DECEMBER 1982=100,"Rent of shelter in U.S. city average, all urban consumers, seasonally adjusted",          ,1990,M01,2018,M05
CUSR0000SAS367   ,0000,SAS367,S,R,S,1982-84=100,"Other services in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAS4     ,0000,SAS4,S,R,S,1982-84=100,"Transportation services in U.S. city average, all urban consumers, seasonally adjusted",          ,1956,M01,2018,M05
CUSR0000SASL2RS  ,0000,SASL2RS,S,R,S,DECEMBER 1982=100,"Services less rent of shelter in U.S. city average, all urban consumers, seasonally adjusted",          ,1985,M01,2018,M05
CUSR0000SASL5    ,0000,SASL5,S,R,S,1982-84=100,"Services less medical care services in U.S. city average, all urban consumers, seasonally adjusted",          ,1983,M01,2018,M05
CUSR0000SASLE    ,0000,SASLE,S,R,S,1982-84=100,"Services less energy services in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SAT      ,0000,SAT,S,R,S,1982-84=100,"Transportation in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SAT1     ,0000,SAT1,S,R,S,1982-84=100,"Private transportation in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SATCLTB  ,0000,SATCLTB,S,R,S,DECEMBER 2009=100,"Transportation commodities less motor fuel in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SEAA     ,0000,SEAA,S,R,S,1982-84=100,"Men's apparel in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEAA01   ,0000,SEAA01,S,R,S,1982-84=100,"Men's suits, sport coats, and outerwear in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEAA02   ,0000,SEAA02,S,R,S,1982-84=100,"Men's furnishings in U.S. city average, all urban consumers, seasonally adjusted",          ,1984,M01,2018,M05
CUSR0000SEAA03   ,0000,SEAA03,S,R,S,DECEMBER 1997=100,"Men's shirts and sweaters in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEAA04   ,0000,SEAA04,S,R,S,1982-84=100,"Men's pants and shorts in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEAB     ,0000,SEAB,S,R,S,1982-84=100,"Boys' apparel in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEAC     ,0000,SEAC,S,R,S,1982-84=100,"Women's apparel in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEAC01   ,0000,SEAC01,S,R,S,1982-84=100,"Women's outerwear in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEAC02   ,0000,SEAC02,S,R,S,1982-84=100,"Women's dresses in U.S. city average, all urban consumers, seasonally adjusted",          ,1969,M01,2018,M05
CUSR0000SEAC03   ,0000,SEAC03,S,R,S,DECEMBER 1997=100,"Women's suits and separates in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEAC04   ,0000,SEAC04,S,R,S,DECEMBER 1997=100,"Women's underwear, nightwear, sportswear and accessories in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEAD     ,0000,SEAD,S,R,S,1982-84=100,"Girls' apparel in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEAE     ,0000,SEAE,S,R,S,1982-84=100,"Footwear in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEAE01   ,0000,SEAE01,S,R,S,1982-84=100,"Men's footwear in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEAE02   ,0000,SEAE02,S,R,S,1982-84=100,"Boys' and girls' footwear in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SEAE03   ,0000,SEAE03,S,R,S,1982-84=100,"Women's footwear in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEAF     ,0000,SEAF,S,R,S,1982-84=100,"Infants' and toddlers' apparel in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SEAG     ,0000,SEAG,S,R,S,DECEMBER 1986=100,"Jewelry and watches in U.S. city average, all urban consumers, seasonally adjusted",          ,1991,M01,2018,M05
CUSR0000SEAG01   ,0000,SEAG01,S,R,S,DECEMBER 1986=100,"Watches in U.S. city average, all urban consumers, seasonally adjusted",          ,1993,M01,2018,M05
CUSR0000SEAG02   ,0000,SEAG02,S,R,S,DECEMBER 1986=100,"Jewelry in U.S. city average, all urban consumers, seasonally adjusted",          ,1991,M01,2018,M05
CUSR0000SEEA     ,0000,SEEA,S,R,S,1982-84=100,"Educational books and supplies in U.S. city average, all urban consumers, seasonally adjusted",          ,1967,M01,2018,M05
CUSR0000SEEB     ,0000,SEEB,S,R,S,1982-84=100,"Tuition, other school fees, and childcare in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEEB01   ,0000,SEEB01,S,R,S,1982-84=100,"College tuition and fees in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEEB02   ,0000,SEEB02,S,R,S,1982-84=100,"Elementary and high school tuition and fees in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEEB03   ,0000,SEEB03,S,R,S,DECEMBER 1990=100,"Child care and nursery school in U.S. city average, all urban consumers, seasonally adjusted",          ,1991,M01,2018,M05
CUSR0000SEEB04   ,0000,SEEB04,S,R,S,DECEMBER 1997=100,"Technical and business school tuition and fees in U.S. city average, all urban consumers, seasonally adjusted",          ,1999,M01,2018,M05
CUSR0000SEEC     ,0000,SEEC,S,R,S,DECEMBER 1997=100,"Postage and delivery services in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEEC01   ,0000,SEEC01,S,R,S,1982-84=100,"Postage in U.S. city average, all urban consumers, seasonally adjusted",          ,2007,M01,2018,M05
CUSR0000SEEC02   ,0000,SEEC02,S,R,S,DECEMBER 1997=100,"Delivery services in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEEE     ,0000,SEEE,S,R,S,DECEMBER 1988=100,"Information technology, hardware and services in U.S. city average, all urban consumers, seasonally adjusted",          ,2006,M01,2018,M05
CUSR0000SEEE01   ,0000,SEEE01,S,R,S,DECEMBER 2007=100,"Personal computers and peripheral equipment in U.S. city average, all urban consumers, seasonally adjusted",          ,2005,M01,2018,M05
CUSR0000SEEE03   ,0000,SEEE03,S,R,S,DECEMBER 1997=100,"Internet services and electronic information providers in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SEEEC    ,0000,SEEEC,S,R,S,DECEMBER 2009=100,"Information technology commodities in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SEFA     ,0000,SEFA,S,R,S,1982-84=100,"Cereals and cereal products in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEFA01   ,0000,SEFA01,S,R,S,1982-84=100,"Flour and prepared flour mixes in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEFA02   ,0000,SEFA02,S,R,S,1982-84=100,"Breakfast cereal in U.S. city average, all urban consumers, seasonally adjusted",          ,1992,M01,2018,M05
CUSR0000SEFA03   ,0000,SEFA03,S,R,S,1982-84=100,"Rice, pasta, cornmeal in U.S. city average, all urban consumers, seasonally adjusted",          ,1990,M01,2018,M05
CUSR0000SEFB     ,0000,SEFB,S,R,S,1982-84=100,"Bakery products in U.S. city average, all urban consumers, seasonally adjusted",          ,1992,M01,2018,M05
CUSR0000SEFB01   ,0000,SEFB01,S,R,S,DECEMBER 1997=100,"Bread in U.S. city average, all urban consumers, seasonally adjusted",          ,2005,M01,2018,M05
CUSR0000SEFB02   ,0000,SEFB02,S,R,S,DECEMBER 1997=100,"Fresh biscuits, rolls, muffins in U.S. city average, all urban consumers, seasonally adjusted",          ,2007,M01,2018,M05
CUSR0000SEFB03   ,0000,SEFB03,S,R,S,1982-84=100,"Cakes, cupcakes, and cookies in U.S. city average, all urban consumers, seasonally adjusted",          ,1996,M01,2018,M05
CUSR0000SEFB04   ,0000,SEFB04,S,R,S,1982-84=100,"Other bakery products in U.S. city average, all urban consumers, seasonally adjusted",          ,1984,M01,2018,M05
CUSR0000SEFC     ,0000,SEFC,S,R,S,1982-84=100,"Beef and veal in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFC01   ,0000,SEFC01,S,R,S,1982-84=100,"Uncooked ground beef in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFC03   ,0000,SEFC03,S,R,S,DECEMBER 1997=100,"Uncooked beef steaks in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFD     ,0000,SEFD,S,R,S,1982-84=100,"Pork in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFD01   ,0000,SEFD01,S,R,S,DECEMBER 1997=100,"Bacon, breakfast sausage, and related products in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFD02   ,0000,SEFD02,S,R,S,1982-84=100,"Ham in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEFD03   ,0000,SEFD03,S,R,S,1982-84=100,"Pork chops in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFD04   ,0000,SEFD04,S,R,S,DECEMBER 1997=100,"Other pork including roasts and picnics in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFE     ,0000,SEFE,S,R,S,1982-84=100,"Other meats in U.S. city average, all urban consumers, seasonally adjusted",          ,1997,M01,2018,M05
CUSR0000SEFF     ,0000,SEFF,S,R,S,1982-84=100,"Poultry in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFF01   ,0000,SEFF01,S,R,S,DECEMBER 1997=100,"Chicken in U.S. city average, all urban consumers, seasonally adjusted",          ,2004,M01,2018,M05
CUSR0000SEFF02   ,0000,SEFF02,S,R,S,DECEMBER 1997=100,"Other poultry including turkey in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFG     ,0000,SEFG,S,R,S,1982-84=100,"Fish and seafood in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFG01   ,0000,SEFG01,S,R,S,DECEMBER 1997=100,"Fresh fish and seafood in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SEFG02   ,0000,SEFG02,S,R,S,DECEMBER 1997=100,"Processed fish and seafood in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFH     ,0000,SEFH,S,R,S,1982-84=100,"Eggs in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFJ     ,0000,SEFJ,S,R,S,1982-84=100,"Dairy and related products in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SEFJ01   ,0000,SEFJ01,S,R,S,DECEMBER 1997=100,"Milk in U.S. city average, all urban consumers, seasonally adjusted",          ,1999,M01,2018,M05
CUSR0000SEFJ02   ,0000,SEFJ02,S,R,S,1982-84=100,"Cheese and related products in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEFJ03   ,0000,SEFJ03,S,R,S,1982-84=100,"Ice cream and related products in U.S. city average, all urban consumers, seasonally adjusted",          ,1990,M01,2018,M05
CUSR0000SEFJ04   ,0000,SEFJ04,S,R,S,DECEMBER 1997=100,"Other dairy and related products in U.S. city average, all urban consumers, seasonally adjusted",          ,2003,M01,2018,M05
CUSR0000SEFK     ,0000,SEFK,S,R,S,1982-84=100,"Fresh fruits in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFK01   ,0000,SEFK01,S,R,S,1982-84=100,"Apples in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFK02   ,0000,SEFK02,S,R,S,1982-84=100,"Bananas in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFK03   ,0000,SEFK03,S,R,S,DECEMBER 1997=100,"Citrus fruits in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFK04   ,0000,SEFK04,S,R,S,DECEMBER 1997=100,"Other fresh fruits in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFL     ,0000,SEFL,S,R,S,1982-84=100,"Fresh vegetables in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFL01   ,0000,SEFL01,S,R,S,1982-84=100,"Potatoes in U.S. city average, all urban consumers, seasonally adjusted",          ,1947,M01,2018,M05
CUSR0000SEFL02   ,0000,SEFL02,S,R,S,1982-84=100,"Lettuce in U.S. city average, all urban consumers, seasonally adjusted",          ,2006,M01,2018,M05
CUSR0000SEFL03   ,0000,SEFL03,S,R,S,1982-84=100,"Tomatoes in U.S. city average, all urban consumers, seasonally adjusted",          ,1953,M01,2018,M05
CUSR0000SEFL04   ,0000,SEFL04,S,R,S,1982-84=100,"Other fresh vegetables in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEFM     ,0000,SEFM,S,R,S,DECEMBER 1997=100,"Processed fruits and vegetables in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFM01   ,0000,SEFM01,S,R,S,DECEMBER 1997=100,"Canned fruits and vegetables in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFM02   ,0000,SEFM02,S,R,S,DECEMBER 1997=100,"Frozen fruits and vegetables in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFM03   ,0000,SEFM03,S,R,S,DECEMBER 1997=100,"Other processed fruits and vegetables including dried in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFN     ,0000,SEFN,S,R,S,DECEMBER 1997=100,"Juices and nonalcoholic drinks in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFN01   ,0000,SEFN01,S,R,S,1982-84=100,"Carbonated drinks in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEFN03   ,0000,SEFN03,S,R,S,DECEMBER 1997=100,"Nonfrozen noncarbonated juices and drinks in U.S. city average, all urban consumers, seasonally adjusted",          ,2010,M01,2018,M05
CUSR0000SEFP     ,0000,SEFP,S,R,S,DECEMBER 1997=100,"Beverage materials including coffee and tea in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFP01   ,0000,SEFP01,S,R,S,1982-84=100,"Coffee in U.S. city average, all urban consumers, seasonally adjusted",          ,2003,M01,2018,M05
CUSR0000SEFP02   ,0000,SEFP02,S,R,S,DECEMBER 1997=100,"Other beverage materials including tea in U.S. city average, all urban consumers, seasonally adjusted",          ,2003,M01,2018,M05
CUSR0000SEFR     ,0000,SEFR,S,R,S,1982-84=100,"Sugar and sweets in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SEFR01   ,0000,SEFR01,S,R,S,1982-84=100,"Sugar and artificial sweeteners in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SEFR03   ,0000,SEFR03,S,R,S,DECEMBER 1997=100,"Other sweets in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFS     ,0000,SEFS,S,R,S,1982-84=100,"Fats and oils in U.S. city average, all urban consumers, seasonally adjusted",          ,1989,M01,2018,M05
CUSR0000SEFS01   ,0000,SEFS01,S,R,S,DECEMBER 1997=100,"Butter and margarine in U.S. city average, all urban consumers, seasonally adjusted",          ,2002,M01,2018,M05
CUSR0000SEFS02   ,0000,SEFS02,S,R,S,DECEMBER 1997=100,"Salad dressing in U.S. city average, all urban consumers, seasonally adjusted",          ,1998,M01,2018,M05
CUSR0000SEFS03   ,0000,SEFS03,S,R,S,DECEMBER 1997=100,"Other fats and oils including peanut butter in U.S. city average, all urban consumers, seasonally adjusted",          ,2003,M01,2018,M05
CUSR0000SEFT     ,0000,SEFT,S,R,S,1982-84=100,"Other foods in U.S. city average, all urban consumers, seasonally adjusted",          ,1981,M01,2018,M05
CUSR0000SEFT01   ,0000,SEFT01,S,R,S,1982-84=100,"Soups in U.S. city average, all urban consumers, seasonally adjusted",          ,1978,M01,2018,M05
CUSR0000SEFT02   ,0000,SEFT02,S,R,S,1982-84=100,"Frozen and freeze dried prepared foods in U.S. city average, all urban consumers, seasonally adjusted",          ,2000,M01,2018,M05
CUSR0000SEFT03   ,0000,SEFT03,S,R,S,1982-84=100,"Snacks in U.S. city average, all urban consumers, seasonally adjusted",          ,1985,M01,2018,M05
